so_hieu,level,title,heading,path,ordinal,parent_item_id,item_id
159/QD/DHCNTT,dieu,Điều 2,"Một số thuật ngữ, chữ viết tắt sử dụng trong quy định này",2-Jan,1002,8e57e150-b988-4de7-906a-c39a42a8dcf6,79220a20-c030-40f3-8751-50835184ea65
159/QD/DHCNTT,khoan,Khoản 1,,1/2/2001,2001,79220a20-c030-40f3-8751-50835184ea65,b21fe8b7-ba3f-47bf-a5aa-6dec11c86958
159/QD/DHCNTT,chuong,Chương 2,,2,2,,4e0fb1f7-f3f4-4628-a42a-3cfa7d2371e9
159/QD/DHCNTT,dieu,Điều 3,Thời gian thực hiện KLTN,3-Feb,2003,4e0fb1f7-f3f4-4628-a42a-3cfa7d2371e9,8fc1401b-decc-4506-8472-1b9e00b987a5
159/QD/DHCNTT,khoan,Khoản 1,,2/3/2001,3001,8fc1401b-decc-4506-8472-1b9e00b987a5,fc3bbba9-2c6f-4767-9218-31904adfe2ff
159/QD/DHCNTT,khoan,Khoản 2,,2/3/2002,3002,8fc1401b-decc-4506-8472-1b9e00b987a5,5dfef308-e8ce-4ee8-86fe-5accb3ca29ed
159/QD/DHCNTT,dieu,Điều 4,Điều kiện SV được làm KLTN,4-Feb,2004,4e0fb1f7-f3f4-4628-a42a-3cfa7d2371e9,bae4e22f-9b83-469b-a02b-2cb3c5c65b93
159/QD/DHCNTT,khoan,Khoản 1,,2/4/2001,4001,bae4e22f-9b83-469b-a02b-2cb3c5c65b93,dddbca6c-aeee-41d9-bb84-e858ca290578
159/QD/DHCNTT,dieu,Điều 5,Đăng ký và xét duyệt đề tài KLTN,5-Feb,2005,4e0fb1f7-f3f4-4628-a42a-3cfa7d2371e9,835fe604-49db-4427-a28a-1ade39288612
159/QD/DHCNTT,khoan,Khoản 1,,2/5/2001,5001,835fe604-49db-4427-a28a-1ade39288612,04e6ee64-0eaa-46ee-8b13-6e1ccf179a05
159/QD/DHCNTT,khoan,Khoản 2,,2/5/2002,5002,835fe604-49db-4427-a28a-1ade39288612,5459dcb0-777c-42ff-b154-3166accdfccd
159/QD/DHCNTT,khoan,Khoản 3,,2/5/2003,5003,835fe604-49db-4427-a28a-1ade39288612,c6437605-e2e0-479f-8b0d-a3ddd3a68c74
159/QD/DHCNTT,khoan,Khoản 4,,2/5/2004,5004,835fe604-49db-4427-a28a-1ade39288612,1940804a-6700-4bbb-8cb4-87bb0ea07185
159/QD/DHCNTT,khoan,Khoản 5,,2/5/2005,5005,835fe604-49db-4427-a28a-1ade39288612,4e2bd10d-ff44-4bd4-bb1b-5b7a99797a15
159/QD/DHCNTT,khoan,Khoản 6,,2/5/2006,5006,835fe604-49db-4427-a28a-1ade39288612,4da44fed-9f23-43ba-8f1c-1c938913ec90
159/QD/DHCNTT,dieu,Điều 6,Quy định về CBHD,6-Feb,2006,4e0fb1f7-f3f4-4628-a42a-3cfa7d2371e9,d95e06ab-5c3d-4609-a4a5-5f34a234a2d3
159/QD/DHCNTT,khoan,Khoản 1,,2/6/2001,6001,d95e06ab-5c3d-4609-a4a5-5f34a234a2d3,626705fa-9e81-49e2-9d31-b6739c846733
159/QD/DHCNTT,khoan,Khoản 2,,2/6/2002,6002,d95e06ab-5c3d-4609-a4a5-5f34a234a2d3,79999dd8-1e3c-4b7c-ba9c-84f4d05fc10f
159/QD/DHCNTT,khoan,Khoản 3,,2/6/2003,6003,d95e06ab-5c3d-4609-a4a5-5f34a234a2d3,5b9c4385-a608-4140-b291-5244b7d04fdb
159/QD/DHCNTT,khoan,Khoản 4,,2/6/2004,6004,d95e06ab-5c3d-4609-a4a5-5f34a234a2d3,082043fa-a196-4db4-b692-5ffdd84672bc
159/QD/DHCNTT,dieu,Điều 7,Báo cáo tiến độ thực hiện KLTN,7-Feb,2007,4e0fb1f7-f3f4-4628-a42a-3cfa7d2371e9,4ced11d6-dda2-4677-abd6-d1e36c004e61
159/QD/DHCNTT,khoan,Khoản 1,,2/7/2001,7001,4ced11d6-dda2-4677-abd6-d1e36c004e61,9b0ab2b2-f7b8-433f-82e1-167b43b40753
159/QD/DHCNTT,khoan,Khoản 2,,2/7/2002,7002,4ced11d6-dda2-4677-abd6-d1e36c004e61,ef041ddd-485e-46cb-ae4c-d7dc7f82f6e7
159/QD/DHCNTT,chuong,Chương 3,,3,3,,38ac3d7d-2b7e-4507-a006-fb46e69e56a0
159/QD/DHCNTT,dieu,Điều 10,Hoàn thành KLTN,10-Mar,3010,38ac3d7d-2b7e-4507-a006-fb46e69e56a0,a98349b7-57a6-40fa-b917-8321963fd22e
159/QD/DHCNTT,khoan,Khoản 1,,3/10/2001,10001,a98349b7-57a6-40fa-b917-8321963fd22e,21dd04f6-b896-4b2d-9512-4b4524a67cfa
159/QD/DHCNTT,khoan,Khoản 2,,3/10/2002,10002,a98349b7-57a6-40fa-b917-8321963fd22e,4920532f-629a-453b-9d57-74b746f6d1a2
159/QD/DHCNTT,khoan,Khoản 3,,3/10/2003,10003,a98349b7-57a6-40fa-b917-8321963fd22e,8df3dead-8694-477d-987b-b3de2b400756
159/QD/DHCNTT,khoan,Khoản 4,,3/10/2004,10004,a98349b7-57a6-40fa-b917-8321963fd22e,3e035733-a0d4-4600-acb8-ff26a7bff25d
159/QD/DHCNTT,khoan,Khoản 5,,3/10/2005,10005,a98349b7-57a6-40fa-b917-8321963fd22e,bdda59ab-bcbe-4d3f-b28f-97d7f3652ca7
159/QD/DHCNTT,dieu,Điều 11,Thành lập hội đồng bảo vệ KLTN,11-Mar,3011,38ac3d7d-2b7e-4507-a006-fb46e69e56a0,a12cf3b5-773d-4e6c-8079-3be016bc12c2
159/QD/DHCNTT,khoan,Khoản 1,,3/11/2001,11001,a12cf3b5-773d-4e6c-8079-3be016bc12c2,ab7a6637-e5ad-40cd-a6b8-02cba76e9026
159/QD/DHCNTT,khoan,Khoản 2,,3/11/2002,11002,a12cf3b5-773d-4e6c-8079-3be016bc12c2,c50bcb55-6f23-4f53-bd44-469d5546a215
159/QD/DHCNTT,dieu,Điều 12,Tổ chức bảo vệ KLTN,12-Mar,3012,38ac3d7d-2b7e-4507-a006-fb46e69e56a0,a5d6120f-067b-4f56-b8b5-eddc4e86d716
159/QD/DHCNTT,khoan,Khoản 1,,3/12/2001,12001,a5d6120f-067b-4f56-b8b5-eddc4e86d716,602047b2-71d8-49c5-95e9-1ccf5a7cf836
159/QD/DHCNTT,khoan,Khoản 2,,3/12/2002,12002,a5d6120f-067b-4f56-b8b5-eddc4e86d716,8aa05ce6-f91f-4f4d-becf-e14caee86090
159/QD/DHCNTT,khoan,Khoản 3,,3/12/2003,12003,a5d6120f-067b-4f56-b8b5-eddc4e86d716,581cf794-f835-4a32-91ae-a0a358d452ea
159/QD/DHCNTT,khoan,Khoản 4,,3/12/2004,12004,a5d6120f-067b-4f56-b8b5-eddc4e86d716,4786cbbd-5681-454d-b62f-113900937fa7
159/QD/DHCNTT,khoan,Khoản 5,,3/12/2005,12005,a5d6120f-067b-4f56-b8b5-eddc4e86d716,d9d55415-aae8-413f-8b88-6a838d0a29ab
159/QD/DHCNTT,khoan,Khoản 6,,3/12/2006,12006,a5d6120f-067b-4f56-b8b5-eddc4e86d716,f43a3f9e-bf92-4320-b142-844f9c2ccb04
159/QD/DHCNTT,dieu,Điều 13,Đánh giá kết quả KLTN,13-Mar,3013,38ac3d7d-2b7e-4507-a006-fb46e69e56a0,2a8e4d7f-55c8-498a-98c2-19756a174950
159/QD/DHCNTT,khoan,Khoản 1,,3/13/2001,13001,2a8e4d7f-55c8-498a-98c2-19756a174950,bd7ff354-63fa-4278-988c-a26a0d0c9c28
159/QD/DHCNTT,khoan,Khoản 2,,3/13/2002,13002,2a8e4d7f-55c8-498a-98c2-19756a174950,b9d7db32-a6d6-4551-8683-8f1d88466d7c
159/QD/DHCNTT,dieu,Điều 14,Hội đồng chấm phúc tra KLTN,14-Mar,3014,38ac3d7d-2b7e-4507-a006-fb46e69e56a0,a75caa1b-efb5-411e-931e-0ca733c9487c
159/QD/DHCNTT,khoan,Khoản 1,,3/14/2001,14001,a75caa1b-efb5-411e-931e-0ca733c9487c,96cd5fd2-c477-4799-acc7-efc9c0ce34c2
159/QD/DHCNTT,dieu,Điều 15,Chế độ lưu trữ,15-Mar,3015,38ac3d7d-2b7e-4507-a006-fb46e69e56a0,81581442-6640-415f-ad62-7d3b5e413f46
159/QD/DHCNTT,khoan,Khoản 1,,3/15/2001,15001,81581442-6640-415f-ad62-7d3b5e413f46,a9649b26-c13c-4261-b0e3-d44d1e648580
159/QD/DHCNTT,khoan,Khoản 2,,3/15/2002,15002,81581442-6640-415f-ad62-7d3b5e413f46,3f3bd30d-14e5-4956-a361-1f87a5ab9cfd
159/QD/DHCNTT,dieu,Điều 16,Thù lao hướng dẫn và các hội đồng,16-Mar,3016,38ac3d7d-2b7e-4507-a006-fb46e69e56a0,1ce09118-d48a-4452-8830-5e51c75b43fb
159/QD/DHCNTT,khoan,Khoản 1,,3/16/2001,16001,1ce09118-d48a-4452-8830-5e51c75b43fb,71d1377b-7007-4710-b545-e0683eaa8945
159/QD/DHCNTT,dieu,Điều 17,Tổ chức thực hiện,17-Mar,3017,38ac3d7d-2b7e-4507-a006-fb46e69e56a0,1edc3a02-3982-45d6-a6a0-82b76a04f96b
159/QD/DHCNTT,khoan,Khoản 1,,3/17/2001,17001,1edc3a02-3982-45d6-a6a0-82b76a04f96b,948de071-e84d-4215-8079-bbced79415c6
159/QD/DHCNTT,khoan,Khoản 2,,3/17/2002,17002,1edc3a02-3982-45d6-a6a0-82b76a04f96b,c1355d83-db8a-4784-b8dc-e0cccea0ded4
159/QD/DHCNTT,khoan,Khoản 3,,3/17/2003,17003,1edc3a02-3982-45d6-a6a0-82b76a04f96b,cd1e1bfd-f6e1-4e9d-8401-f77379c6738d
159/QD/DHCNTT,dieu,Điều 18,Điều khoản thi hành,18-Mar,3018,38ac3d7d-2b7e-4507-a006-fb46e69e56a0,c7c46963-dc48-4852-af82-7e583b1cb232
159/QD/DHCNTT,khoan,Khoản 1,,3/18/2001,18001,c7c46963-dc48-4852-af82-7e583b1cb232,aa478165-43f9-44ca-8231-c3d536aefd52
159/QD/DHCNTT,khoan,Khoản 1,,3/18/2001,18001,c7c46963-dc48-4852-af82-7e583b1cb232,48dcd20d-23d7-420e-817c-e33d2972f312
159/QD/DHCNTT,khoan,Khoản 1,,3/18/2001,18001,c7c46963-dc48-4852-af82-7e583b1cb232,4cfe89a3-1848-4afc-988e-cba027490bf5
159/QD/DHCNTT,khoan,Khoản 2,,3/18/2002,18002,c7c46963-dc48-4852-af82-7e583b1cb232,89427df4-5015-4000-a55c-fdd3d89d24b9
159/QD/DHCNTT,khoan,Khoản 2,,3/18/2002,18002,c7c46963-dc48-4852-af82-7e583b1cb232,51432a48-a240-4e14-9a69-c404658cb97f
159/QD/DHCNTT,khoan,Khoản 2,,3/18/2002,18002,c7c46963-dc48-4852-af82-7e583b1cb232,79c84390-7d14-4238-a5a8-a119b7a9e7c7
159/QD/DHCNTT,khoan,Khoản 2024,,3/18/2024,20024,c7c46963-dc48-4852-af82-7e583b1cb232,b32bdca3-4d69-4462-9fed-7a02bfaf42a4
159/QD/DHCNTT,khoan,Khoản 3,,3/18/2003,18003,c7c46963-dc48-4852-af82-7e583b1cb232,ab4ac706-16ca-4929-96d2-532c5e4346f9
159/QD/DHCNTT,khoan,Khoản 3,,3/18/2003,18003,c7c46963-dc48-4852-af82-7e583b1cb232,bffda557-1c17-4468-90d9-634bc3620dd5
159/QD/DHCNTT,khoan,Khoản 3,,3/18/2003,18003,c7c46963-dc48-4852-af82-7e583b1cb232,e80ba260-f5b9-4522-9175-44af7c2fb55e
159/QD/DHCNTT,khoan,Khoản 4,,3/18/2004,18004,c7c46963-dc48-4852-af82-7e583b1cb232,db189396-749d-4116-a281-ec73b108cbfd
159/QD/DHCNTT,khoan,Khoản 4,,3/18/2004,18004,c7c46963-dc48-4852-af82-7e583b1cb232,b24b94fb-2b06-4053-bbf3-05a7dea3793b
159/QD/DHCNTT,dieu,Điều 8,Báo cáo KLTN cuối kỳ,8-Mar,3008,38ac3d7d-2b7e-4507-a006-fb46e69e56a0,8ef6fe40-f878-4c98-b864-b420b21ddc3e
159/QD/DHCNTT,khoan,Khoản 1,,3/8/2001,8001,8ef6fe40-f878-4c98-b864-b420b21ddc3e,07e3b670-a973-44d0-8b32-0db47f8a6bc8
159/QD/DHCNTT,khoan,Khoản 2,,3/8/2002,8002,8ef6fe40-f878-4c98-b864-b420b21ddc3e,bbebfbf9-d37f-4522-bda8-22e03fa9f707
159/QD/DHCNTT,khoan,Khoản 3,,3/8/2003,8003,8ef6fe40-f878-4c98-b864-b420b21ddc3e,9b42e127-7f9a-402c-a785-b5519feb7b98
159/QD/DHCNTT,dieu,Điều 9,Phản biện KLTN,9-Mar,3009,38ac3d7d-2b7e-4507-a006-fb46e69e56a0,cc959c42-c0ac-4665-962d-97720d0731ec
159/QD/DHCNTT,khoan,Khoản 1,,3/9/2001,9001,cc959c42-c0ac-4665-962d-97720d0731ec,cd1f40d7-7949-401a-8ee0-77cf3a7a4543
159/QD/DHCNTT,khoan,Khoản 2,,3/9/2002,9002,cc959c42-c0ac-4665-962d-97720d0731ec,450b02c3-9e58-4753-800e-1c91a3973ea9
159/QD/DHCNTT,khoan,Khoản 3,,3/9/2003,9003,cc959c42-c0ac-4665-962d-97720d0731ec,06943aec-c04a-4c69-b506-899afdfa5804
159/QD/DHCNTT,khoan,Khoản 4,,3/9/2004,9004,cc959c42-c0ac-4665-962d-97720d0731ec,ed16498a-8946-4672-b056-9b9d05d8e294
172/QD/DHCNTT,chuong,Chương,,0,0,,c7759d6c-b75d-4100-81ef-430d900e0bbe
172/QD/DHCNTT,dieu,Điều 1,"Ban hành kèm theo Quyết định này Quy chế văn bằng, chứng chỉ của",0/1,1,c7759d6c-b75d-4100-81ef-430d900e0bbe,2aed392b-6148-445e-937b-366629490938
172/QD/DHCNTT,khoan,Khoản 1,,0/1/1,1001,2aed392b-6148-445e-937b-366629490938,5396de4d-25b8-4bc7-8838-bc6529b19162
172/QD/DHCNTT,dieu,Điều 2,Quyết định có hiệu lực thi hành kể từ ngày ký.,0/2,2,c7759d6c-b75d-4100-81ef-430d900e0bbe,65098246-d67a-4c9a-a76a-e1a7ddb30ea1
172/QD/DHCNTT,khoan,Khoản 1,,0/2/1,2001,65098246-d67a-4c9a-a76a-e1a7ddb30ea1,67c913ad-b6ee-42d0-b2ca-43fb6f90b262
172/QD/DHCNTT,dieu,Điều 3,"Các Ông/Bà Trưởng các Phòng, Ban, Khoa có liên quan chịu trách nhiệm",0/3,3,c7759d6c-b75d-4100-81ef-430d900e0bbe,84698567-0457-4840-a7e2-3823537976f2
172/QD/DHCNTT,khoan,Khoản 1,,0/3/1,3001,84698567-0457-4840-a7e2-3823537976f2,bc587438-b3eb-4308-ab3f-5010d2461c96
172/QD/DHCNTT,chuong,Chương 1,,1,1,,bcc00b4b-7963-4cbb-abe5-0c8ec4f9fc61
172/QD/DHCNTT,dieu,Điều 1,Phạm vi điều chỉnh và đối tượng áp dụng,1-Jan,1001,bcc00b4b-7963-4cbb-abe5-0c8ec4f9fc61,daf68806-6727-4f08-b45a-464d449f41f1
172/QD/DHCNTT,khoan,Khoản 1,,1/1/2001,1001,daf68806-6727-4f08-b45a-464d449f41f1,62caff15-73f4-4777-b3bb-10260848ee3f
172/QD/DHCNTT,khoan,Khoản 2,,1/1/2002,1002,daf68806-6727-4f08-b45a-464d449f41f1,b15b3707-0d78-4116-8067-7437f1604477
172/QD/DHCNTT,dieu,Điều 2,"Nguyên tắc quản lý, cấp phát văn bằng, chứng chỉ",2-Jan,1002,bcc00b4b-7963-4cbb-abe5-0c8ec4f9fc61,e61d11c5-bafa-43e1-8ed0-d763fa2e9f69
172/QD/DHCNTT,khoan,Khoản 1,,1/2/2001,2001,e61d11c5-bafa-43e1-8ed0-d763fa2e9f69,d026e031-ccc2-48b6-88fb-be0a0c3bea7b
172/QD/DHCNTT,khoan,Khoản 2,,1/2/2002,2002,e61d11c5-bafa-43e1-8ed0-d763fa2e9f69,5ac91c1a-c845-43e7-a4e2-c5d97708d7ef
172/QD/DHCNTT,khoan,Khoản 3,,1/2/2003,2003,e61d11c5-bafa-43e1-8ed0-d763fa2e9f69,685408c2-0bc7-4594-aeb1-5546e5d2f4f4
172/QD/DHCNTT,khoan,Khoản 4,,1/2/2004,2004,e61d11c5-bafa-43e1-8ed0-d763fa2e9f69,23733138-ccce-45b3-a583-8e679ec65c45
172/QD/DHCNTT,khoan,Khoản 5,,1/2/2005,2005,e61d11c5-bafa-43e1-8ed0-d763fa2e9f69,87825284-3c8b-4fb4-9a6a-b0ad03f6d82b
172/QD/DHCNTT,dieu,Điều 3,"Trách nhiệm của các đơn vị, cá nhân trong việc quản lý văn bằng, chứng chỉ",3-Jan,1003,bcc00b4b-7963-4cbb-abe5-0c8ec4f9fc61,c5c001f1-9e7e-4bef-b7e7-b70f2bf91aa2
172/QD/DHCNTT,khoan,Khoản 1,,1/3/2001,3001,c5c001f1-9e7e-4bef-b7e7-b70f2bf91aa2,3376f90c-870f-4a03-8b44-2bbda77d4082
172/QD/DHCNTT,khoan,Khoản 2,,1/3/2002,3002,c5c001f1-9e7e-4bef-b7e7-b70f2bf91aa2,39c492be-4244-4a23-ac9f-d5212264252f
172/QD/DHCNTT,khoan,Khoản 3,,1/3/2003,3003,c5c001f1-9e7e-4bef-b7e7-b70f2bf91aa2,fce47387-688e-48c1-830b-9f55b0e2552a
172/QD/DHCNTT,khoan,Khoản 4,,1/3/2004,3004,c5c001f1-9e7e-4bef-b7e7-b70f2bf91aa2,4d8808b7-1e01-480d-b7d4-48ed0f3d93c3
172/QD/DHCNTT,khoan,Khoản 5,,1/3/2005,3005,c5c001f1-9e7e-4bef-b7e7-b70f2bf91aa2,55777dc8-1ba2-455b-bd2c-aae40bd5eba8
172/QD/DHCNTT,khoan,Khoản 6,,1/3/2006,3006,c5c001f1-9e7e-4bef-b7e7-b70f2bf91aa2,964beef9-165e-466c-8140-6c1bc5552892
172/QD/DHCNTT,khoan,Khoản 7,,1/3/2007,3007,c5c001f1-9e7e-4bef-b7e7-b70f2bf91aa2,22248e39-e895-4144-97a4-793991c4c063
172/QD/DHCNTT,diem,Điểm a),,1/3/7/a,3007.01,22248e39-e895-4144-97a4-793991c4c063,0c5259fd-b5ea-41db-a07c-d62355e7ed49
172/QD/DHCNTT,diem,Điểm b),,1/3/7/b,3007.02,22248e39-e895-4144-97a4-793991c4c063,fbd28c8b-35bd-41b8-b77c-bc1a3c06be83
172/QD/DHCNTT,diem,Điểm c),,1/3/7/c,3007.03,22248e39-e895-4144-97a4-793991c4c063,70854908-69f7-49a2-b343-dbcd8fa2de26
172/QD/DHCNTT,diem,Điểm d),,1/3/7/d,3007.04,22248e39-e895-4144-97a4-793991c4c063,ea6b0dc8-abfa-4bf6-b17c-19f93d412365
172/QD/DHCNTT,diem,Điểm e),,1/3/7/e,3007.05,22248e39-e895-4144-97a4-793991c4c063,c5356f03-a47b-4fb9-90a1-1b12d4cb9ff9
172/QD/DHCNTT,diem,Điểm g),,1/3/7/g,3007.06,22248e39-e895-4144-97a4-793991c4c063,bf4e85c7-5523-4820-b182-820462bf25e8
172/QD/DHCNTT,diem,Điểm h),,1/3/7/h,3007.07,22248e39-e895-4144-97a4-793991c4c063,2e09f354-f570-4f16-8131-baa31437c556
172/QD/DHCNTT,diem,Điểm i),,1/3/7/i,3007.08,22248e39-e895-4144-97a4-793991c4c063,038f36df-29cf-47a9-ba8e-d322d899e65f
172/QD/DHCNTT,diem,Điểm k),,1/3/7/k,3007.09,22248e39-e895-4144-97a4-793991c4c063,ca7e3491-9da2-43b2-8b70-cbdb4e21ef6a
172/QD/DHCNTT,diem,Điểm l),,1/3/7/l,3007.1,22248e39-e895-4144-97a4-793991c4c063,15163be4-dd83-4299-9521-9564ea6bfc96
172/QD/DHCNTT,diem,Điểm m),,1/3/7/m,3007.11,22248e39-e895-4144-97a4-793991c4c063,b78220a7-f27b-4030-a5ba-cd735391c51a
172/QD/DHCNTT,diem,Điểm n),,1/3/7/n,3007.12,22248e39-e895-4144-97a4-793991c4c063,a3ff501a-0896-43fb-a96b-4a0c0f8c76c8
172/QD/DHCNTT,dieu,Điều 4,"Quyền và nghĩa vụ của người được cấp văn bằng, chứng chỉ",4-Jan,1004,bcc00b4b-7963-4cbb-abe5-0c8ec4f9fc61,f3ed0d54-e065-450e-bf9b-55f238b4db37
172/QD/DHCNTT,khoan,Khoản 1,,1/4/2001,4001,f3ed0d54-e065-450e-bf9b-55f238b4db37,6c236098-ca69-4266-99b9-78384627196d
172/QD/DHCNTT,diem,Điểm a),,1/4/1/a,4001.01,6c236098-ca69-4266-99b9-78384627196d,8b02a9b9-f298-4e48-a5d1-fcdf1d8b1695
172/QD/DHCNTT,diem,Điểm b),,1/4/1/b,4001.02,6c236098-ca69-4266-99b9-78384627196d,20b647b4-efb0-473a-b281-db4e54e86b6e
172/QD/DHCNTT,diem,Điểm c),,1/4/1/c,4001.03,6c236098-ca69-4266-99b9-78384627196d,f0f7f44c-8f58-437e-8be0-e3e81eed054b
172/QD/DHCNTT,khoan,Khoản 2,,1/4/2002,4002,f3ed0d54-e065-450e-bf9b-55f238b4db37,7e698975-06c9-4f19-bb26-0b1ba658d769
172/QD/DHCNTT,diem,Điểm a),,1/4/2/a,4002.01,7e698975-06c9-4f19-bb26-0b1ba658d769,58c867b7-acba-4bd2-959d-34f42cbd2dcc
172/QD/DHCNTT,diem,Điểm b),,1/4/2/b,4002.02,7e698975-06c9-4f19-bb26-0b1ba658d769,2288c91d-87f2-459e-b38f-a0ecc46284a3
172/QD/DHCNTT,diem,Điểm c),,1/4/2/c,4002.03,7e698975-06c9-4f19-bb26-0b1ba658d769,3548da00-6b21-4f6e-a757-ff2845e4e7e0
172/QD/DHCNTT,diem,Điểm d),,1/4/2/d,4002.04,7e698975-06c9-4f19-bb26-0b1ba658d769,887f1172-e180-44df-a7b2-4c4d81d3ddc9
172/QD/DHCNTT,diem,Điểm e),,1/4/2/e,4002.05,7e698975-06c9-4f19-bb26-0b1ba658d769,042a44c1-f884-4220-8fb0-8b7e5639145f
172/QD/DHCNTT,diem,Điểm g),,1/4/2/g,4002.06,7e698975-06c9-4f19-bb26-0b1ba658d769,877ad7db-bd6c-4091-acc3-49dc7f0bf5ad
172/QD/DHCNTT,dieu,Điều 5,"Công bố thông tin về cấp văn bằng, chứng chỉ trên trang thông tin điện tử",5-Jan,1005,bcc00b4b-7963-4cbb-abe5-0c8ec4f9fc61,6ffdf72d-754f-4e64-8d78-0ec41b4258ca
172/QD/DHCNTT,khoan,Khoản 1,,1/5/2001,5001,6ffdf72d-754f-4e64-8d78-0ec41b4258ca,e2fdbc7d-d26d-4e7d-b816-c6256cecb2fc
172/QD/DHCNTT,khoan,Khoản 2,,1/5/2002,5002,6ffdf72d-754f-4e64-8d78-0ec41b4258ca,34e291ba-268b-4bf6-8f62-01e7832d4f17
172/QD/DHCNTT,khoan,Khoản 3,,1/5/2003,5003,6ffdf72d-754f-4e64-8d78-0ec41b4258ca,2bafb25e-eec7-42f6-9923-c022fff7320d
172/QD/DHCNTT,khoan,Khoản 4,,1/5/2004,5004,6ffdf72d-754f-4e64-8d78-0ec41b4258ca,2e4370f8-7e0d-4cb5-b455-e1daaa9fe71c
172/QD/DHCNTT,chuong,Chương 2,,2,2,,4f8f628c-f8fe-4370-8129-9782f8f2117a
172/QD/DHCNTT,dieu,Điều 6,"Quy định chung về nội dung văn bằng, chứng chỉ",6-Feb,2006,4f8f628c-f8fe-4370-8129-9782f8f2117a,1b202472-8ece-4ae8-b106-e47f4055b25b
172/QD/DHCNTT,khoan,Khoản 1,,2/6/2001,6001,1b202472-8ece-4ae8-b106-e47f4055b25b,c847e0bb-bb55-4144-abcd-2f8322600806
172/QD/DHCNTT,khoan,Khoản 10,,2/6/2010,6010,1b202472-8ece-4ae8-b106-e47f4055b25b,712c2b3e-39b7-447f-93e4-40199b29969d
172/QD/DHCNTT,diem,Điểm a),,2/6/10/a,6010.01,712c2b3e-39b7-447f-93e4-40199b29969d,b3d7e7d6-9514-4157-ab7a-346bcbe50a00
172/QD/DHCNTT,diem,Điểm b),,2/6/10/b,6010.02,712c2b3e-39b7-447f-93e4-40199b29969d,b2248963-4cfc-43b9-891f-dde210e3927e
172/QD/DHCNTT,diem,Điểm c),,2/6/10/c,6010.03,712c2b3e-39b7-447f-93e4-40199b29969d,2c42f8af-15b0-48cf-b1ca-e046801e7c6f
172/QD/DHCNTT,khoan,Khoản 2,,2/6/2002,6002,1b202472-8ece-4ae8-b106-e47f4055b25b,ac37cae9-6d53-4efa-a94e-7cede4cfd5b6
172/QD/DHCNTT,khoan,Khoản 3,,2/6/2003,6003,1b202472-8ece-4ae8-b106-e47f4055b25b,94a482c3-efd7-46fc-982a-9d5a034aeff6
172/QD/DHCNTT,diem,Điểm a),,2/6/3/a,6003.01,94a482c3-efd7-46fc-982a-9d5a034aeff6,84cf2a03-5ab7-4f6b-934a-9e50c8738dfc
172/QD/DHCNTT,diem,Điểm b),,2/6/3/b,6003.02,94a482c3-efd7-46fc-982a-9d5a034aeff6,220dff99-d568-4fde-bfe4-9b78aa151377
172/QD/DHCNTT,khoan,Khoản 4,,2/6/2004,6004,1b202472-8ece-4ae8-b106-e47f4055b25b,d055484d-87e7-4eb6-88a5-b175b6e8bcd2
172/QD/DHCNTT,khoan,Khoản 5,,2/6/2005,6005,1b202472-8ece-4ae8-b106-e47f4055b25b,4a7af00f-06fa-4b43-b8d2-1012495ed115
172/QD/DHCNTT,khoan,Khoản 6,,2/6/2006,6006,1b202472-8ece-4ae8-b106-e47f4055b25b,508cb68a-b553-4064-9741-fdf49ac0d207
172/QD/DHCNTT,khoan,Khoản 7,,2/6/2007,6007,1b202472-8ece-4ae8-b106-e47f4055b25b,3c22dad1-c70e-4ad7-b260-af7a9451399b
172/QD/DHCNTT,khoan,Khoản 8,,2/6/2008,6008,1b202472-8ece-4ae8-b106-e47f4055b25b,c7945316-0d19-462f-8143-94ffde7bdc8a
172/QD/DHCNTT,khoan,Khoản 9,,2/6/2009,6009,1b202472-8ece-4ae8-b106-e47f4055b25b,2c61c451-2d02-42be-891a-4cc26fdd94f9
172/QD/DHCNTT,dieu,Điều 7,Các nội dung khác ghi trên chứng chỉ,7-Feb,2007,4f8f628c-f8fe-4370-8129-9782f8f2117a,20aba479-5b20-4791-8bf4-fbafbdc6e37a
172/QD/DHCNTT,khoan,Khoản 1,,2/7/2001,7001,20aba479-5b20-4791-8bf4-fbafbdc6e37a,6ef88436-b1e0-402f-ba02-6ee150c1e5a4
172/QD/DHCNTT,dieu,Điều 8,"Ngôn ngữ ghi trên văn bằng, chứng chỉ",8-Feb,2008,4f8f628c-f8fe-4370-8129-9782f8f2117a,46034089-c537-48b5-805c-77217d32fc97
172/QD/DHCNTT,khoan,Khoản 1,,2/8/2001,8001,46034089-c537-48b5-805c-77217d32fc97,13753c90-866a-4009-9064-27796c1205df
172/QD/DHCNTT,dieu,Điều 9,"Mẫu văn bằng, chứng chỉ",9-Feb,2009,4f8f628c-f8fe-4370-8129-9782f8f2117a,ce870022-a232-4a2f-8e05-49a24f59a396
172/QD/DHCNTT,khoan,Khoản 1,,2/9/2001,9001,ce870022-a232-4a2f-8e05-49a24f59a396,666d88a4-4602-40dc-91ee-785b6072dcda
172/QD/DHCNTT,khoan,Khoản 2,,2/9/2002,9002,ce870022-a232-4a2f-8e05-49a24f59a396,10ebf0ee-b4d7-48fd-8583-70e0b2af5f0a
