code,date,summary,pdf
29/2023/QĐ-UBND,22/06/2023,"Sửa dổi, bổ sung một số điều của quy định một số nội dung về bồi thường, hỗ trợ và tái định cư khi nhà nước thu hồi đất ban hành kèm theo quyết định số 38/2014/QĐ-UBND ngày 12 tháng 9 năm 2014 của Ủy ban nhân dân tỉnh Hà Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/6/29-ha-nam.signed.pdf
08/2023/QĐ-UBND,26/05/2023,"Sửa đổi, bổ sung một số điều của Quy định về Bảng giá các loại đất giai đoạn 2020 - 2024 trên địa bàn tỉnh Tiền Giang ban hành kèm theo Quyết định số 32/2020/QĐ-UBND ngày 21/12/2020 của Ủy ban nhân dân tỉnh Tiền Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/6/08-tiengiang.signed.pdf
10/2023/NĐ-CP,03/04/2023,"Sửa đổi, bổ sung một số điều của các nghị định hướng dẫn thi hành Luật Đất đai",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/4/10-2023-cp.signed.pdf
01/2023/QĐ-UBND,09/01/2023,Về việc quy định hệ số điều chỉnh giá đất làm cơ sở xác định nghĩa vụ tài chính đối với người sử dụng đất trên địa bàn tỉnh Bến Tre năm 2023,https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/01btre.signed.pdf
13/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn huyện Đam Rông, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/13ld.signed.pdf
12/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn huyện Đạ Huoai, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/12ld.signed.pdf
11/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn huyện Cát Tiên, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/11ld.signed.pdf
10/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn thành phố Đà Lạt, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/10ld.signed.pdf
09/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn huyện Đức Trọng, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/09ld.signed.pdf
08/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn huyện Đơn Dương, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/08ld.signed.pdf
07/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn thành phố Bảo Lộc, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/07ld.signed.pdf
06/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn huyện Lâm Hà, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/06ld.signed.pdf
05/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn huyện Đạ Tẻh, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/05ld.signed.pdf
04/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn huyện Bảo Lâm, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/04ld.signed.pdf
03/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn huyện Lạc Dương, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/03ld.signed.pdf
02/2023/QĐ-UBND,06/01/2023,"Ban hành Bảng hệ số điều chỉnh giá các loại đất năm 2023 trên địa bàn huyện Di Linh, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/02ld.signed.pdf
53/2022/QĐ-UBND,30/12/2022,Về việc quy định giá lúa thu thuế sử dụng đất nông nghiệp năm 2023 và nợ thuế sử dụng đất nông nghiệp những năm trước trên địa bàn tỉnh Bến Tre,https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/53btre.signed.pdf
41/2022/QĐ-UBND,20/12/2022,"Ban hành Quy định cụ thể một số nội dung về bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/41pt.signed.pdf
44/2022/QĐ-UBND,20/12/2022,Quy định hệ số điều chỉnh giá đất năm 2023 trên địa bàn tỉnh Phú Thọ,https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/44pt.signed.pdf
40/2022/QĐ-UBND,20/12/2022,"Ban hành Quy định đơn giá bồi thường, hỗ trợ đối với cây trồng, vật nuôi là thủy sản khi Nhà nước thu hồi đất trên địa bàn tỉnh Quảng Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/40qnam.signed.pdf
40/2022/QĐ-UBND,19/12/2022,"Quy định định mức giao đất ở, định mức bình quân đất sản xuất để thực hiện Dự án 1: Giải quyết tình trạng thiếu đất ở, nhà ở, đất sản xuất, nước sinh hoạt theo Quyết định số 1719/QĐ-TTg ngày 14 tháng 10 năm 2021 của Thủ tướng Chính phủ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/40pt.signed.pdf
47/2022/QĐ-UBND,28/10/2022,"Về việc quy định điều kiện tách thửa đất, hợp thửa đất, diện tích tối thiểu được tách thửa đất đối với từng loại đất trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/47bt.signed.pdf
29/2022/QĐ-UBND,20/10/2022,"Sửa đổi, bổ sung một số điều của Quy định về bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Quảng Nam ban hành kèm theo Quyết định số 42/2021/QĐ-UBND ngày 21 tháng 12 năm 2021 của UBND tỉnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2023/01/29qnam-1.signed.pdf
34/2022/QĐ-UBND,07/10/2022,"Ban hành Quy định về quản lý, sử dụng nhà chung cư trên địa bàn tỉnh Vĩnh Phúc",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/10/34vp.signed.pdf
08/2022/NQ-HĐND,15/07/2022,"Quy định diện tích nhà ở tối thiểu để đăng ký thường trú tại chỗ ở hợp pháp do thuê, mượn, ở nhờ trên địa bàn tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/08/08pt.signed.pdf
07/2022/NQ-HĐND,15/07/2022,Bãi bỏ Nghị quyết số 19/2017/NQ-HĐND ngày 14 tháng 12 năm 2017 của Hội đồng nhân dân tỉnh về Chương trình phát triển nhà ở tỉnh Phú Thọ đến năm 2020 và định hướng đến năm 2030,https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/08/07pt.signed.pdf
06/2022/NQ-HĐND,15/07/2022,"Thông qua Danh mục các dự án phát triển kinh tế  - xã hội vì lợi ích quốc gia công cộng phải thu hồi đất; danh mục các dự án có sử dụng đất trồng lúa phải chuyển mục đích thuộc thẩm quyền của Hội đồng nhân dân tỉnh chấp thuận; danh mục các dự án chuyển tiếp tại Nghị quyết số 09/2019/NQ-HĐND ngày 16/7/2019 của Hội đồng nhân dân tỉnh; danh mục các dự án điều chỉnh, bổ sung tại các nghị quyết của Hội đồng nhân dân tỉnh đang còn hiệu lực; danh mục các dự án chuyển mục đích đất trồng lúa thuộc thẩm quyền Thủ tướng Chính phủ chấp thuận",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/08/06pt.signed.pdf
29/2022/QĐ-UBND,08/07/2022,"Quy định việc rà soát, công bố công khai danh mục các thửa đất nhỏ hẹp do Nhà nước trực tiếp quản lý, việc lấy ý kiến người dân và công khai việc giao đất, cho thuê đất đối với các thửa đất nhỏ hẹp tại địa phương để sử dụng vào mục đích công cộng hoặc giao, cho thuê cho người sử dụng đất liền kề trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/07/29btre.signed.pdf
44/2022/NĐ-CP,29/06/2022,"Về xây dựng, quản lý và sử dụng hệ thống thông tin về nhà ở và thị trường bất động sản",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/06/44nd.signed.pdf
26/2022/QĐ-UBND,14/06/2022,"Về việc sửa đổi, bổ sung một số điều của Quy định ban hành kèm Quyết định số 12/2017/QĐ-UBND ngày 31/3/2017 và thay thế Quyết định số 24/2018/QĐ-UBND ngày 15/10/2018 của UBND thành phố Hà Nội",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/08/26hn.signed.pdf
24/2022/QĐ-UBND,03/06/2022,"Về việc sửa đổi, bổ sung một số điều của bản Quy định ban hành kèm theo Quyết định số 27/2020/QĐ-UBND ngày 18/11/2020 của UBND Thành phố quy định về đấu giá quyền sử dụng đất để giao đất có thu tiền sử dụng đất hoặc cho thuê đất trên địa bàn thành phố Hà Nội",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/07/24hn.signed.pdf
23/2022/QĐ-UBND,30/05/2022,"Về việc sửa đổi, bổ sung một số điều của Quy định ban hành kèm theo Quyết định số 13/2017/QĐ-UBND ngày 31/3/2017 và bãi bỏ Quyết định số 25/2018/QĐ-UBND ngày 15/10/2018 của Ủy ban nhân dân thành phố Hà Nội",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/06/23hn.signed.pdf
22/2022/QĐ-UBND,25/05/2022,"Sửa đổi, bổ sung một số điều của Quy định ban hành kèm theo Quyết định số 11/2017/QĐ-UBND ngày 31/3/2017 của UBND Thành phố về một số nội dung về thu hồi đất, giao đất, cho thuê đất, chuyển mục đích sử dụng đất để thực hiện dự án đầu tư trên địa bàn thành phố Hà Nội",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/06/22hn.signed.pdf
20/2022/QĐ-UBND,06/05/2022,"Về việc sửa đổi, bổ sung khoản 2 Điều 26 Quy định ban hành kèm theo Quyết định số 10/2017/QĐ-UBND ngày 29/3/2017 của UBND Thành phố ban hành quy định các nội dung thuộc thẩm quyền của UBND Thành phố về bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất trên địa bàn Thành phố",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/06/20hn.signed.pdf
10/2022/QĐ-TTg,06/04/2022,"Quy định trình tự, thủ tục chấp thuận chuyển mục đích sử dụng đất trồng lúa nước từ 02 vụ trở lên với quy mô dưới 500 ha; đất rừng đặc dụng, đất rừng phòng hộ đầu nguồn dưới 50 ha",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/03/10_2022_ttg.signed.pdf
21/2022/QĐ-UBND,23/02/2022,"Quy định việc rà soát, công bố công khai danh mục các thửa đất nhỏ hẹp do Nhà nước trực tiếp quản lý, việc lấy ý kiến người dân và công khai việc giao đất, cho thuê đất đối với các thửa đất nhỏ hẹp tại địa phương để sử dụng vào mục đích công cộng hoặc giao đất, cho thuê đất cho người sử dụng đất liền kề trên địa bàn tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/03/21ld.pdf
04/2022/QĐ-UBND,09/02/2022,Quy định hệ số điều chỉnh giá đất làm cơ sở xác định nghĩa vụ tài chính đối với người  sử dụng đất trên địa bàn tỉnh Bến Tre năm 2022,https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/03/04btre.signed.pdf
02/2022/QĐ-UBND,10/01/2022,"Về việc sửa đổi, bổ sung một số điều của Quy định về bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Bến Tre ban hành kèm theo Quyết định số 29/2019/QĐ-UBND ngày 14 tháng 8 năm 2019 của Ủy ban nhân dân tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/02btre.signed.pdf
85/2021/QĐ-UBND,31/12/2021,"Ban hành Quy định điều kiện tách thửa đất, điều kiện hợp thửa đất và diện tích tối thiểu được tách thửa đối với từng loại đất trên địa bàn tỉnh Quảng Ngãi",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/85qn.signed.pdf
84/2021/QĐ-UBND,31/12/2021,"Ban hành Quy định việc rà soát, công bố công khai danh mục các thửa đất nhỏ hẹp do Nhà nước trực tiếp quản lý, việc lấy ý kiến người dân và công khai việc giao đất, cho thuê đất đối với các thửa đất nhỏ hẹp để sử dụng vào mục đích công cộng hoặc giao đất, cho thuê đất cho người sử dụng đất kiền kề trên địa bàn tỉnh Quảng Ngãi",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/84qn.signed.pdf
54/2021/QĐ-UBND,31/12/2021,"Về việc quy định hệ số điều chỉnh giá đất để xác định giá đất cụ thể tính tiền sử dụng đất đối với các trường hợp giao đất, công nhận quyền sử dụng đất, chuyển mục đích sử dụng đất năm 2022 trên địa bàn tỉnh Hà Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/54hnam.signed.pdf
53/2021/QĐ-UBND (file 1),31/12/2021,Về việc quy định hệ số điều chỉnh giá đất để xác định giá đất cụ thể tính đơn giá thuê đất năm 2022 trên địa bàn tỉnh Hà Nam,https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/53hnam.signed.pdf
53/2021/QĐ-UBND (file 2),31/12/2021,Về việc quy định hệ số điều chỉnh giá đất để xác định giá đất cụ thể tính đơn giá thuê đất năm 2022 trên địa bàn tỉnh Hà Nam,https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/dc.signed.pdf
48/2021/QĐ-UBND,31/12/2021,"Về việc bãi bỏ Quyết định số 19/2019/QĐ-UBND ngày 31 tháng 10 năm 2019 của UBND tỉnh quy định đơn giá xây dựng nhà ở, vật kiến trúc, công trình, tài sản trên đất để thực hiện công tác bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Quảng Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/48qnam.signed.pdf
42/2021/QĐ-UBND,28/12/2021,"Ban hành Quy định tiêu chí đảm bảo yêu cầu phòng, chống thiên tai đối với nhà ở, công trình của hộ gia đình, cá nhân trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/42btre.signed.pdf
41/2021/QĐ-UBND,24/12/2021,Về việc quy định giá lúa thu thuế sử dụng đất nông nghiệp năm 2022 và nợ thuế sử dụng đất nông nghiệp những năm trước trên địa bàn tỉnh Bến Tre,https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/41btre.signed.pdf
42/2021/QĐ-UBND,21/12/2021,"Ban hành Quy định về bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Quảng Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/12/42qnam.signed.pdf
25/2021/QĐ-UBND,21/12/2021,Quy định hệ số điều chỉnh giá đất năm 2022 trên địa bàn tỉnh Phú Thọ,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/12/25pt.signed.pdf
48/2021/QĐ-UBND,20/12/2021,"Về việc Ban hành Đơn giá bồi thường nhà, vật kiến trúc, công trình xây dựng khác và di chuyển mồ mả khi Nhà nước thu hồi đất trên địa bàn tỉnh Hà Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/48hnam.signed.pdf
125/2021/NQ-HĐND,10/12/2021,"Quy định về điều kiện diện tích nhà ở tối thiểu để được đăng ký thường trú tại chỗ ở hợp pháp do thuê, mượn, ở nhờ trên địa bàn tỉnh Ninh Bình",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/12/125nb.signed.pdf
114/2021/NQ-HĐND,10/12/2021,"Về việc cấp lại 15% số thu tiền sử dụng đất để trích lập Quỹ Phát triển đất năm 2021 cho Ủy ban nhân dân huyện Nho Quan và cho Ủy ban nhân dân thị trấn Nho Quan, huyện Nho Quan",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/12/114nb.signed.pdf
24/2021/NQ-HĐND,09/12/2021,"Sửa đổi, bổ sung Điều 1, Nghị quyết số 22/2019/NQ-HĐND ngày 14 tháng 12 năm 2019 của Hội đồng nhân dân tỉnh thông qua Bảng giá các loại đất trên địa bàn tỉnh Phú Thọ 5 năm (2020-2024)",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/24pt.signed.pdf
23/2021/NQ-HĐND,09/12/2021,"Thông qua danh mục các dự án quốc phòng - an ninh, dự án phát triển kinh tế - xã hội vì lợi ích quốc gia công cộng phải thu hồi đất; danh mục các dự án có sử dụng đất phải chuyển mục đích đất trồng lúa, đất rừng đặc dụng, rừng phòng hộ, chủ trương chuyển mục đích sử dụng rừng sang mục đích khác thuộc thẩm quyền của Hội đồng nhân dân tỉnh chấp thuận; danh mục các dự án chuyển tiếp tại Nghị quyết số 09/2018/NQ-HĐND ngày 13/12/2018 của Hội đồng nhân dân tỉnh; danh mục các dự án điều chỉnh, bổ sung tại các Nghị quyết của Hội đồng nhân dân tỉnh đang còn hiệu lực; danh mục các dự án thuộc thẩm quyền Thủ tướng Chính phủ chấp thuận",https://datafiles.chinhphu.vn/cpp/files/vbpq/2022/01/23pt.signed.pdf
41/2021/QĐ-UBND,01/12/2021,Bổ sung Hệ số điều chỉnh giá đất năm 2021 vào Quyết định số 31/2020/QĐ-UBND ngày 22/12/2020 của Ủy ban nhân dân tỉnh Quy định Hệ số điều chỉnh giá đất năm 2021 trên địa bàn tỉnh Cà Mau,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/12/41cm.signed.pdf
35/2021/QĐ-UBND,01/12/2021,"Bãi bỏ Quyết định số 13/2019/QĐ-UBND ngày 29/8/2019 của UBND tỉnh quy định đơn giá đối với các loại cây trồng, hoa màu, các loại con vật nuôi; mật độ cây trồng; mức hỗ trợ đối với tài sản khai thác nghề biển, nghề sông để thực hiện bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Quảng Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/12/35qnam.signed.pdf
27/2021/QĐ-UBND,16/11/2021,"Ban hành Quy định đơn giá thuê đất, thuê mặt nước trên địa bàn tỉnh Quảng Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/11/27qnam.signed.pdf
39/2021/QH15,13/11/2021,"Về Quy hoạch sử dụng đất quốc gia thời kỳ 2021 - 2030, tầm nhìn đến năm 2050, Kế hoạch sử dụng đất quốc gia 5 năm 2021 - 2025",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/11/39.signed.pdf
49/2021/QĐ-UBND,04/11/2021,"Quy định chi tiết việc rà soát, công bố công khai danh mục các thửa đất nhỏ hẹp do nhà nước trực tiếp quản lý trên địa bàn tinh Đồng Nai",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/11/49dnai.signed.pdf
43/2021/QĐ-UBND,11/10/2021,"Quy định đơn giá đo đạc địa chính; đăng ký đất đai, tài sản gắn liền với đất, lập hồ sơ địa chính, cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất trên địa bàn tỉnh Tiền Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/11/43tg.signed.pdf
21/2021/QĐ-UBND (file 1),28/09/2021,Ban hành Quy định về đấu giá quyền sử dụng đất để giao đất có thu tiền sử dụng đất hoặc cho thuê đất trên địa bàn tỉnh Quảng Nam,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/11/2835.signed.pdf
21/2021/QĐ-UBND (file 2),28/09/2021,Ban hành Quy định về đấu giá quyền sử dụng đất để giao đất có thu tiền sử dụng đất hoặc cho thuê đất trên địa bàn tỉnh Quảng Nam,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/11/21qn.signed.pdf
33/2021/QĐ-UBND,16/09/2021,Bãi bỏ Quyết định số 22/2020/QĐ-UBND ngày 31 tháng 3 năm 2020 của Ủy ban nhân dân tỉnh ban hành đơn giá bồi thường thiệt hại đối với cây trồng khi nhà nước thu hồi đất trên địa bàn tỉnh Lâm Đồng,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/09/33ld.signed.pdf
40/2021/QĐ-UBND,06/09/2021,Quy định về mức độ khôi phục lại tình trạng của đất đối với từng hành vi vi phạm quy định tại Nghị định số 91/2019/NĐ-CP ngày 19 tháng 11 năm 2019 của Chính phủ trên địa bàn tỉnh Đồng Nai,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/11/40dnai.signed.pdf
15/2021/QĐ-UBND,26/08/2021,Ban hành Bộ đơn giá xây dựng cơ sở dữ liệu đất đai trên địa bàn tỉnh Phú Thọ,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/09/15pt.signed_01.pdf
14/2021/QĐ-UBND,23/08/2021,"Quy định cụ thể một số nội dung tại Nghị định số 148/2020/NĐ-CP ngày 18 tháng 12 năm 2020 của Chính phủ sửa đổi, bổ sung một số nghị định quy định chi tiết thi hành Luật Đất đai",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/09/14pt.signed.pdf
16/2021/QĐ-UBND,20/08/2021,"Ban hành Quy định chi tiết thi hành một số điều, khoản của Luật Đất đai ngày 29 tháng 11 năm 2013, Nghị định số 47/2014/NĐ-CP ngày 15 tháng 5 năm 2014, Nghị định số 01/2017/NĐ-CP ngày 06 tháng 01 năm 2017 và Nghị định số 148/2020/NĐ-CP ngày 18 tháng 12 năm 2020 của Chính phủ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/09/16yb.signed.pdf
15/2021/QĐ-UBND,20/08/2021,"Ban hành Quy định chi tiết thi hành một số điều, khoản của Luật Đất đai ngày 29 tháng 11 năm 2013, Nghị định số 43/2014/NĐ-CP ngày 15 tháng 5 năm 2014, Nghị định số 01/2017/NĐ-CP ngày 06 tháng 01 năm 2017 và Nghị định số 148/2020/NĐ-CP ngày 18 tháng 12 năm 2020 của Chính phủ quy định chi tiết thi hành một số điều của Luật Đất đai",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/09/15yb.signed.pdf
11/2021/QĐ-UBND,16/08/2021,"Quy định điều kiện tách thửa, hợp thửa và diện tích tối thiểu được tách thửa đối với từng loại đất trên địa bàn tỉnh Kiên Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/09/11kg.signed.pdf
11/2021/NQ-HĐND,12/08/2021,"Thông qua danh mục các dự án quốc phòng, dự án phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng phải thu hồi đất; danh mục các dự án có sử dụng đất phải chuyển mục đích sử dụng đất trồng lúa, đất rừng thuộc thẩm quyền của Hội đồng nhân dân tỉnh chấp thuận; danh mục các dự án chuyển tiếp tại Nghị quyết số 02/2018/NQ-HĐND ngày 20/7/2018 của Hội đồng nhân dân tỉnh; danh mục các dự án điều chỉnh, bổ sung tại các Nghị quyết của Hội đồng nhân dân tỉnh đang còn hiệu lực; danh mục các dự án thuộc thẩm quyền Thủ tướng Chính phủ chấp thuận",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/09/11pt.signed_01.pdf
23/2021/QĐ-UBND,27/07/2021,"Về việc sửa đổi, bổ sung một số điều của Quy định Bảng giá các loại đất trên địa bàn tỉnh Bến Tre giai đoạn 2020 - 2024 ban hành kèm theo Quyết định số 20/2020/QĐ-UBND ngày 06 tháng 5 năm 2020 của Ủy ban nhân dân tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/08/23btre.signed.pdf
23/2021/QĐ-UBND,19/07/2021,"Sửa đổi, bổ sung một số điều của Quy định về bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Tiền Giang ban hành kèm theo Quyết định số 40/2014/QĐ-UBND ngày 16/12/2014 của Ủy ban nhân dân tỉnh Tiền Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/08/23tg.signed.pdf
05/2021/QĐ-UBND,24/06/2021,Quy định Hệ số điều chỉnh giá đất năm 2021 trên địa bàn tỉnh Kiên Giang,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/07/05kg.signed.pdf
16/2021/QĐ-UBND,10/05/2021,"Điều chỉnh, bổ sung Bảng giá các loại đất giai đoạn 2020 - 2024 trên địa bàn thành phố Bảo Lộc, huyện Đạ Huoai, huyện ĐạTẻh và huyện Cát Tiên, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/09/11byt.pdf
06/2021/QĐ-UBND,06/05/2021,Sửa đổi Điều 14 Quy định về đấu giá quyền sử dụng đất để giao đất có thu tiền sử dụng đất hoặc cho thuê đất trên địa bàn tỉnh Phú Thọ ban hành kèm theo Quyết định số 02/2019/QĐ-UBND ngày 27/02/2019 của Ủy ban nhân dân tỉnh Phú Thọ,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/05/06pt.signed.pdf
10/2021/QĐ-UBND,29/04/2021,"Ban hành ""Quy định về trình tự thủ tục lập, thẩm định, phê duyệt và tổ chức thực hiện đầu tư xây dựng hạ tầng kỹ thuật Khu đấu giá quyền sử dụng đất trên địa bàn tỉnh Hà Nam""",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/05/10hnam.signed.pdf
05/2021/QĐ-UBND,29/04/2021,"Ban hành Quy định về bồi thường đối với cây trồng, vật nuôi là thủy sản và đơn giá bồi thường cây trồng khi Nhà nước thu hồi đất trên địa bàn tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/05/05pt.signed.pdf
02/2021/NQ-HĐND,19/04/2021,"Thông qua danh mục các dự án quốc phòng, dự án phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng phải thu hồi đất; danh mục các dự án có sử dụng đất phải chuyển mục đích sử dụng đất trồng lúa, đất rừng thuộc thẩm quyền của Hội đồng nhân dân tỉnh chấp thuận; danh mục các dự án điều chỉnh, bổ sung tại các Nghị quyết của Hội đồng nhân dân tỉnh đang còn hiệu lực",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/05/02pt.signed.pdf
04/2021/QĐ-UBND,09/03/2021,Về việc quy định hệ số điều chỉnh giá đất làm cơ sở xác định nghĩa vụ tài chính đối với người sử dụng đất trên địa bàn tỉnh Bến Tre năm 2021,https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/04/04btre.signed.pdf
03/2021/QĐ-UBND,08/03/2021,"Quy định Hệ số điều chỉnh giá đất năm 2021 để xác định giá đất cụ thể tính thu tiền sử dụng đất, tiền thuê đất, giá khởi điểm để đấu giá quyền sử dụng đất và xác định số lợi bất hợp pháp do việc thực hiện hành vi vi phạm hành chính trong lĩnh vực đất đai trên địa bàn tỉnh Ninh Bình",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/04/03nb.signed.pdf
44/2020/QĐ-UBND,31/12/2020,"Về việc quy định hệ số điều chỉnh giá đất để xác định giá đất cụ thể tính tiền sử dụng đất đối với các trường hợp giao đất, công nhận quyền sử dụng đất, chuyển mục đích sử dụng đất năm 2021 trên địa bàn tỉnh Hà Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2021/01/44hnam.signed.pdf
