so_hieu,level,title,heading,path,ordinal,content
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 1,,2/6/1,6001.0,"Hết học kỳ chính thứ 04 của khóa học đối với chương trình đại trà, chương trình tài năng và
chất lượng cao; học kỳ chính thứ 02 đối với chương trình tiên tiến, sinh viên phải đạt chuẩn
quá trình về ngoại ngữ theo quy định tại Bảng 4. Nếu không đạt chuẩn quá trình, sinh viên
chỉ được đăng ký tối đa 02 môn học ngoài các môn học ngoại ngữ (bao gồm cả đăng ký học
lại hoặc cải thiện) cho đến khi đạt chuẩn.
Bảng 4. Chuẩn quá trình
CTĐTr / CTTN / CTCLC
CTTT
Tiếng Anh
Đạt môn học Anh văn 1 hoặc có
chứng chỉ tương đương TOEIC
350 (2 kỹ năng) quy định tại
Bảng 3
Đạt môn học Anh văn 2
hoặc có chứng chỉ tương
đương TOEIC 400 (2 kỹ
năng) quy định tại Bảng 3
Tiếng Pháp
DELF A1 hoặc TCF Niveau 1
Không áp dụng
Tiếng Nhật
JLPT N5
Không áp dụng"
141/QD/DHCNTT16/3/2018QUY,dieu,Điều 7,Chuẩn ngoại ngữ xét tốt nghiệp,2/7,2007.0,"1. Để được xét tốt nghiệp sinh viên phải hoàn tất các môn học tiếng Anh trong chương trình
giảng dạy tiếng Anh tại Điều 3 và có một trong các loại chứng chỉ tiếng Anh đạt điểm tối
thiểu trong Bảng 5; hoặc có chứng chỉ tiếng Pháp hoặc tiếng Nhật tối thiểu tại Bảng 6.
5
Bảng 5 Chứng chỉ tiếng Anh dùng để xét công nhận tốt nghiệp
TOEIC
TOEFL
iBT
IELTS
Cambridge
English
VNU-EPT
Nghe và
Đọc
Nói và
Viết
CTĐTr
450
205
45
4.5
PET (Pass)
Business
Preliminary
(Pass)
176
CTTN/
CTCLC
555
205
60
5.5
PET
(Distinction)
FCE
(Grade C)
Business
Preliminary
(Distinction)
Business
Vantage
(Grade C)
201
CTTT
675
205
79
6.0
FCE
(Grade B)
Business
Vantage
(Grade B)
251
Bảng 6. Chứng chỉ tiếng Pháp và tiếng Nhật dùng để xét công nhận tốt nghiệp
Tiếng Pháp
Tiếng Nhật
CTĐTr
DELF B1 hoặc
TCF Niveau 3
JLPT  N4
CTCLC/ CTTN
DELF B2 hoặc
TCF Niveau 4
JLPT  N3
2. Tại bất cứ thời điểm nào trong khóa học, sinh viên đạt các chứng chỉ thỏa điều kiện tại
Khoản 1 của điều này có thể nộp chứng chỉ cho Trường để được công nhận đạt chuẩn ngoại
ngữ để xét tốt nghiệp. Chứng chỉ phải còn thời hạn hai năm tính từ ngày cấp chứng chỉ đến
ngày đăng ký xét công nhận đạt chuẩn (ngày nộp chứng chỉ).
3. Việc công nhận các loại chứng chỉ khác do Hiệu trưởng xem xét và quyết định.
Chương
trình
Chứng
chỉ
Chương trình
Chứng chỉ
6"
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 1,,2/7/1,7001.0,"Để được xét tốt nghiệp sinh viên phải hoàn tất các môn học tiếng Anh trong chương trình
giảng dạy tiếng Anh tại Điều 3 và có một trong các loại chứng chỉ tiếng Anh đạt điểm tối
thiểu trong Bảng 5; hoặc có chứng chỉ tiếng Pháp hoặc tiếng Nhật tối thiểu tại Bảng 6.
5
Bảng 5 Chứng chỉ tiếng Anh dùng để xét công nhận tốt nghiệp
TOEIC
TOEFL
iBT
IELTS
Cambridge
English
VNU-EPT
Nghe và
Đọc
Nói và
Viết
CTĐTr
450
205
45
4.5
PET (Pass)
Business
Preliminary
(Pass)
176
CTTN/
CTCLC
555
205
60
5.5
PET
(Distinction)
FCE
(Grade C)
Business
Preliminary
(Distinction)
Business
Vantage
(Grade C)
201
CTTT
675
205
79
6.0
FCE
(Grade B)
Business
Vantage
(Grade B)
251
Bảng 6. Chứng chỉ tiếng Pháp và tiếng Nhật dùng để xét công nhận tốt nghiệp
Tiếng Pháp
Tiếng Nhật
CTĐTr
DELF B1 hoặc
TCF Niveau 3
JLPT  N4
CTCLC/ CTTN
DELF B2 hoặc
TCF Niveau 4
JLPT  N3"
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 2,,2/7/2,7002.0,"Tại bất cứ thời điểm nào trong khóa học, sinh viên đạt các chứng chỉ thỏa điều kiện tại
Khoản 1 của điều này có thể nộp chứng chỉ cho Trường để được công nhận đạt chuẩn ngoại
ngữ để xét tốt nghiệp. Chứng chỉ phải còn thời hạn hai năm tính từ ngày cấp chứng chỉ đến
ngày đăng ký xét công nhận đạt chuẩn (ngày nộp chứng chỉ)."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 3,,2/7/3,7003.0,"Việc công nhận các loại chứng chỉ khác do Hiệu trưởng xem xét và quyết định.
Chương
trình
Chứng
chỉ
Chương trình
Chứng chỉ
6"
141/QD/DHCNTT16/3/2018QUY,chuong,Chương 3,,3,3.0,
141/QD/DHCNTT16/3/2018QUY,dieu,Điều 10,Quyền lợi của sinh viên học TACM,3/10,3010.0,"Môn học TACM được ghi chú rõ về ngôn ngữ giảng dạy trong bảng điểm và giấy chứng
nhận hoàn thành môn học.
7"
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 1,,3/10/1,10001.0,"Môn học TACM được ghi chú rõ về ngôn ngữ giảng dạy trong bảng điểm và giấy chứng
nhận hoàn thành môn học.
7"
141/QD/DHCNTT16/3/2018QUY,dieu,Điều 8,Chương trình giảng dạy và tổ chức giảng dạy TACM,3/8,3008.0,"1. Môn học TACM đáp ứng các yêu cầu sau:
a. Là các môn học thuộc khối kiến thức cơ bản, cơ sở hoặc chuyên ngành được giảng dạy
chủ yếu bằng tiếng Anh. Nội dung giảng dạy hoàn toàn giống môn học được giảng dạy bằng
tiếng Việt.
b. Cán bộ giảng dạy (CBGD) lý thuyết phải giảng bằng tiếng Anh.
c. Tài liệu giảng dạy và giáo trình chính của môn học bằng tiếng Anh.
2. Để được tham gia học các lớp TACM, sinh viên phải có một trong các loại chứng chỉ
tiếng Anh tương đương TOEIC 400 tại Bảng 3 hoặc đã hoàn tất môn học Anh văn 2
(ENG02).
3. Mỗi lớp học TACM có tối thiểu 01 trợ giảng để hỗ trợ sinh viên trong quá trình học tập.
Trợ giảng do CBGD lý thuyết chỉ định. Trợ giảng có thể sử dụng tiếng Việt trong quá trình
hỗ trợ sinh viên."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 1,,3/8/1,8001.0,"Môn học TACM đáp ứng các yêu cầu sau:
a. Là các môn học thuộc khối kiến thức cơ bản, cơ sở hoặc chuyên ngành được giảng dạy
chủ yếu bằng tiếng Anh. Nội dung giảng dạy hoàn toàn giống môn học được giảng dạy bằng
tiếng Việt.
b. Cán bộ giảng dạy (CBGD) lý thuyết phải giảng bằng tiếng Anh.
c. Tài liệu giảng dạy và giáo trình chính của môn học bằng tiếng Anh."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 2,,3/8/2,8002.0,"Để được tham gia học các lớp TACM, sinh viên phải có một trong các loại chứng chỉ
tiếng Anh tương đương TOEIC 400 tại Bảng 3 hoặc đã hoàn tất môn học Anh văn 2
(ENG02)."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 3,,3/8/3,8003.0,"Mỗi lớp học TACM có tối thiểu 01 trợ giảng để hỗ trợ sinh viên trong quá trình học tập.
Trợ giảng do CBGD lý thuyết chỉ định. Trợ giảng có thể sử dụng tiếng Việt trong quá trình
hỗ trợ sinh viên."
141/QD/DHCNTT16/3/2018QUY,dieu,Điều 9,Yêu cầu về cán bộ giảng dạy TACM,3/9,3009.0,"CBGD phải đáp ứng yêu cầu theo quy định chung của Trường; ngoài ra, CBGD lý thuyết
phải đáp ứng thêm một trong các yêu cầu sau đây:
1. Có trình độ tiếng Anh tối thiểu tương đương cấp độ C1 tham chiếu theo khung Châu
Âu(CEFR).
2. Tốt nghiệp một trường đại học nước ngoài, có sử dụng tiếng Anh trong quá trình học tập
(có môn học bằng tiếng Anh, hoặc luận án tốt nghiệp được viết bằng tiếng Anh).
3. Tốt nghiệp một trường đại học trong nước theo chương trình đào tạo sử dụng 100% tiếng
Anh."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 1,,3/9/1,9001.0,"Có trình độ tiếng Anh tối thiểu tương đương cấp độ C1 tham chiếu theo khung Châu
Âu(CEFR)."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 2,,3/9/2,9002.0,"Tốt nghiệp một trường đại học nước ngoài, có sử dụng tiếng Anh trong quá trình học tập
(có môn học bằng tiếng Anh, hoặc luận án tốt nghiệp được viết bằng tiếng Anh)."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 3,,3/9/3,9003.0,"Tốt nghiệp một trường đại học trong nước theo chương trình đào tạo sử dụng 100% tiếng
Anh."
141/QD/DHCNTT16/3/2018QUY,chuong,Chương 4,,4,4.0,
141/QD/DHCNTT16/3/2018QUY,dieu,Điều 11,Trách nhiệm của Đơn vị quản lý đào tạo,4/11,4011.0,"1. Quản lý đào tạo ngoại ngữ theo quy định này.
2. Chủ trì tổ chức thi xếp lớp đầu khóa.
3. Chủ trì tổ chức xét miễn học."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 1,,4/11/1,11001.0,Quản lý đào tạo ngoại ngữ theo quy định này.
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 2,,4/11/2,11002.0,Chủ trì tổ chức thi xếp lớp đầu khóa.
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 3,,4/11/3,11003.0,Chủ trì tổ chức xét miễn học.
141/QD/DHCNTT16/3/2018QUY,dieu,Điều 12,Trách nhiệm của Đơn vị chuyên môn phụ trách các môn học ngoại ngữ,4/12,4012.0,"1. Biên soạn chương trình, phân công giảng viên giảng dạy các môn học ngoại ngữ.
2. Phối hợp tổ chức kiểm tra xếp lớp đầu khóa.
3. Phối hợp xét miễn học các môn học ngoại ngữ.
4. Phối hợp với Đơn vị quản lý đào tạo quản lý việc đào tạo ngoại ngữ."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 1,,4/12/1,12001.0,"Biên soạn chương trình, phân công giảng viên giảng dạy các môn học ngoại ngữ."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 2,,4/12/2,12002.0,Phối hợp tổ chức kiểm tra xếp lớp đầu khóa.
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 3,,4/12/3,12003.0,Phối hợp xét miễn học các môn học ngoại ngữ.
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 4,,4/12/4,12004.0,Phối hợp với Đơn vị quản lý đào tạo quản lý việc đào tạo ngoại ngữ.
141/QD/DHCNTT16/3/2018QUY,dieu,Điều 13,Trách nhiệm của các Khoa/Bộ môn phụ trách các ngành,4/13,4013.0,"Biên soạn chương trình, tổ chức giảng dạy các môn học TACM."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 1,,4/13/1,13001.0,"Biên soạn chương trình, tổ chức giảng dạy các môn học TACM."
141/QD/DHCNTT16/3/2018QUY,dieu,Điều 14,Phạm vi áp dụng,4/14,4014.0,"Quy định này áp dụng bắt buộc cho các khóa tuyển sinh từ năm 2017. Các khóa tuyển sinh
trước năm 2017 có thể lựa chọn áp dụng quy định này hoặc quy định được ban hành trước
đó."
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 1,,4/14/1,14001.0,"Quy định này áp dụng bắt buộc cho các khóa tuyển sinh từ năm 2017. Các khóa tuyển sinh
trước năm 2017 có thể lựa chọn áp dụng quy định này hoặc quy định được ban hành trước
đó."
141/QD/DHCNTT16/3/2018QUY,dieu,Điều 15,Điều khoản thi hành,4/15,4015.0,"1. Quy định này có hiệu lực thi hành kể từ ngày ký; thay thế Quyết định số 888/QĐ-
ĐHCNTT, ngày 15/12/2017 của Hiệu trưởng Trường ĐHCNTT ban hành quy định chuẩn
ngoại ngữ xét tốt nghiệp đối với sinh viên hệ đại học chính quy của Trường Đại học Công
nghệ Thông tin
2. Trong quá trình tổ chức thực hiện, tùy theo yêu cầu thực tế, Quy định này sẽ được sửa
đổi, bổ sung cho phù hợp. Việc sửa đổi, bổ sung do Hiệu trưởng xem xét, quyết định./.
KT.HIỆU TRƯỞNG
PHÓ HIỆU TRƯỞNG
(Đã ký)
Vũ Đức Lung"
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 1,,4/15/1,15001.0,"Quy định này có hiệu lực thi hành kể từ ngày ký; thay thế Quyết định số 888/QĐ-
ĐHCNTT, ngày 15/12/2017 của Hiệu trưởng Trường ĐHCNTT ban hành quy định chuẩn
ngoại ngữ xét tốt nghiệp đối với sinh viên hệ đại học chính quy của Trường Đại học Công
nghệ Thông tin"
141/QD/DHCNTT16/3/2018QUY,khoan,Khoản 2,,4/15/2,15002.0,"Trong quá trình tổ chức thực hiện, tùy theo yêu cầu thực tế, Quy định này sẽ được sửa
đổi, bổ sung cho phù hợp. Việc sửa đổi, bổ sung do Hiệu trưởng xem xét, quyết định./.
KT.HIỆU TRƯỞNG
PHÓ HIỆU TRƯỞNG
(Đã ký)
Vũ Đức Lung"
147/QD/DHCNTT/DTDH,chuong,Chương,,0,0.0,
147/QD/DHCNTT/DTDH,dieu,Điều 1,"Ban hành chuẩn đầu ra tiếng Anh, áp dụng cho sinh viên hệ đại học chính",0/1,1.0,quy của Trường Đại học Công nghệ Thông tin theo quy định đính kèm.
147/QD/DHCNTT/DTDH,khoan,Khoản 1,,0/1/1,1001.0,quy của Trường Đại học Công nghệ Thông tin theo quy định đính kèm.
147/QD/DHCNTT/DTDH,dieu,Điều 2,"Quyết định có hiệu lực kể từ ngày ký. Các thông báo, quy định về chuẩn",0/2,2.0,đầu ra tiếng Anh trước đây trái với Quyết định này không còn hiệu lực.
147/QD/DHCNTT/DTDH,khoan,Khoản 1,,0/2/1,2001.0,đầu ra tiếng Anh trước đây trái với Quyết định này không còn hiệu lực.
147/QD/DHCNTT/DTDH,dieu,Điều 3,"Các Ông/Bà Trưởng phòng Đào tạo Đại học, Công tác sinh viên, Khoa, Bộ",0/3,3.0,"môn chịu trách nhiệm thi hành quyết định này.
Nơi nhận:
- Như Điều 3;
- Lưu : TCHC.
HIỆU TRƯỞNG
(Đã ký)
Dương Anh Đức
ĐẠI HỌC QUỐC GIA TP.HCM
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
TRƯỜNG ĐẠI HỌC
CÔNG NGHỆ THÔNG TIN
Độc lập – Tự do – Hạnh phúc
Số:      147/ QĐ-ĐHCNTT-ĐTĐH
TP.Hồ Chí Minh,  ngày 31  tháng 7 năm 2013
QUY ĐỊNH CHUẨN ĐẦU RA TIẾNG ANH CHO SINH VIÊN HỆ CHÍNH QUY
(Đính kèm Quyết định số: 147/QĐ - ĐHCNTT - ĐTĐH, ngày   31   tháng    7   năm 2013)
HIỆU TRƯỞNG
(Đã ký)
Dương Anh Đức
1.  Từ khoá 01 đến khoá 06: Sinh
viên phải hoàn thành 04 môn Anh
văn (AV1, AV2, AV3, AV4) với số
điểm từ 5.0 trở lên cho từng môn học
hoặc nộp 1 trong các chứng chỉ tiếng
Anh đạt cấp độ 8 theo chứng chỉ
VNU – ETP hoặc tương đương trình
độ B1 theo CEFR như bảng bên:
Các chứng chỉ tiếng Anh trình độ B1
theo CEF như sau
Chứng chỉ
Điểm tối thiểu
IELTS
4.5
TOEFL iBT
45
TOEFL ITP
430
TOEIC
450
BULATS
47
2.  Từ khoá 07 trở đi: Sinh viên bắt
buộc phải hoàn thành 03 môn Anh
văn trong CTĐT (AV1, AV2, AV3),
đồng thời khi xét tốt nghiệp phải nộp
thêm 1  trong các chứng chỉ tiếng
Anh đạt cấp độ 8 theo chứng chỉ
VNU – ETP hoặc tương đương trình
độ B1 theo CEFR như bảng bên:
IELTS
4.5
TOEFL iBT
45
TOEFL ITP
430
TOEIC
450
BULATS
47
Tính đến thời điểm xét cấp bằng tốt nghiệp, các chứng chỉ còn trong thời hạn 2
năm kể từ ngày cấp.
ĐẠI HỌC QUỐC GIA TP.HCM
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
TRƯỜNG ĐẠI HỌC
CÔNG NGHỆ THÔNG TIN
Độc lập – Tự do – Hạnh phúc"
147/QD/DHCNTT/DTDH,khoan,Khoản 1,,0/3/1,3001.0,"Từ khoá 01 đến khoá 06: Sinh
viên phải hoàn thành 04 môn Anh
văn (AV1, AV2, AV3, AV4) với số
điểm từ 5.0 trở lên cho từng môn học
hoặc nộp 1 trong các chứng chỉ tiếng
Anh đạt cấp độ 8 theo chứng chỉ
VNU – ETP hoặc tương đương trình
độ B1 theo CEFR như bảng bên:
Các chứng chỉ tiếng Anh trình độ B1
theo CEF như sau
Chứng chỉ
Điểm tối thiểu
IELTS
4.5
TOEFL iBT
45
TOEFL ITP
430
TOEIC
450
BULATS
47"
147/QD/DHCNTT/DTDH,khoan,Khoản 2,,0/3/2,3002.0,"Từ khoá 07 trở đi: Sinh viên bắt
buộc phải hoàn thành 03 môn Anh
văn trong CTĐT (AV1, AV2, AV3),
đồng thời khi xét tốt nghiệp phải nộp
thêm 1  trong các chứng chỉ tiếng
Anh đạt cấp độ 8 theo chứng chỉ
VNU – ETP hoặc tương đương trình
độ B1 theo CEFR như bảng bên:
IELTS
4.5
TOEFL iBT
45
TOEFL ITP
430
TOEIC
450
BULATS
47
Tính đến thời điểm xét cấp bằng tốt nghiệp, các chứng chỉ còn trong thời hạn 2
năm kể từ ngày cấp.
ĐẠI HỌC QUỐC GIA TP.HCM
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
TRƯỜNG ĐẠI HỌC
CÔNG NGHỆ THÔNG TIN
Độc lập – Tự do – Hạnh phúc"
159/QD/DHCNTT,chuong,Chương 1,,1,1.0,
159/QD/DHCNTT,dieu,Điều 1,Phạm vi điều chỉnh và đối tượng áp dụng,1/1,1001.0,"Quy định này quy định những yêu cầu, hình thức thực hiện, bảo vệ khoá luận tốt nghiệp,
áp dụng đối với SV bậc đại học hệ chính quy của Trường Đại học Công nghệ Thông tin –
Đại học Quốc gia TP.HCM (sau đây gọi tắt là Trường)."
159/QD/DHCNTT,khoan,Khoản 1,,1/1/1,1001.0,"Quy định này quy định những yêu cầu, hình thức thực hiện, bảo vệ khoá luận tốt nghiệp,
áp dụng đối với SV bậc đại học hệ chính quy của Trường Đại học Công nghệ Thông tin –
Đại học Quốc gia TP.HCM (sau đây gọi tắt là Trường)."
159/QD/DHCNTT,dieu,Điều 2,"Một số thuật ngữ, chữ viết tắt sử dụng trong quy định này",1/2,1002.0," KLTN: Khóa luận tốt nghiệp
 ĐHCNTT: Trường Đại học Công nghệ Thông tin – ĐHQG-HCM
 P.ĐTĐH: Phòng Đào tạo Đại học
 VPCCTĐB: Văn phòng Các chương trình đặc biệt
 Khoa: Khoa quản lý SV
 Hội đồng: Hội đồng bảo vệ
 CBHD: Cán bộ hướng dẫn
 CBPB: Cán bộ phản biện
 TV: Thành viên Hội đồng
 SV: Sinh viên
2"
159/QD/DHCNTT,khoan,Khoản 1,,1/2/1,2001.0," KLTN: Khóa luận tốt nghiệp
 ĐHCNTT: Trường Đại học Công nghệ Thông tin – ĐHQG-HCM
 P.ĐTĐH: Phòng Đào tạo Đại học
 VPCCTĐB: Văn phòng Các chương trình đặc biệt
 Khoa: Khoa quản lý SV
 Hội đồng: Hội đồng bảo vệ
 CBHD: Cán bộ hướng dẫn
 CBPB: Cán bộ phản biện
 TV: Thành viên Hội đồng
 SV: Sinh viên
2"
159/QD/DHCNTT,chuong,Chương 2,,2,2.0,
159/QD/DHCNTT,dieu,Điều 3,Thời gian thực hiện KLTN,2/3,2003.0,"1. Hàng năm theo kế hoạch đào tạo, nhà trường tổ chức xét và giao đề tài KLTN cho các SV
vào đầu mỗi học kỳ chính.
2. Thời gian thực hiện KLTN là 1 học kỳ chính (15 tuần). Trường hợp đặc biệt SV có thể làm
đơn đề nghị P.ĐTĐH cho phép gia hạn thời gian thực hiện KLTN nếu có sự đồng ý của
CBHD và Khoa."
159/QD/DHCNTT,khoan,Khoản 1,,2/3/1,3001.0,"Hàng năm theo kế hoạch đào tạo, nhà trường tổ chức xét và giao đề tài KLTN cho các SV
vào đầu mỗi học kỳ chính."
159/QD/DHCNTT,khoan,Khoản 2,,2/3/2,3002.0,"Thời gian thực hiện KLTN là 1 học kỳ chính (15 tuần). Trường hợp đặc biệt SV có thể làm
đơn đề nghị P.ĐTĐH cho phép gia hạn thời gian thực hiện KLTN nếu có sự đồng ý của
CBHD và Khoa."
159/QD/DHCNTT,dieu,Điều 4,Điều kiện SV được làm KLTN,2/4,2004.0,"SV phải đăng ký thực hiện KLTN theo thông báo đăng ký học phần vào đầu mỗi học kỳ.
SV đủ điều kiện làm KLTN là các SV đáp ứng các yêu cầu được quy định trong Quy chế
đào tạo theo học chế tín chỉ của Trường. Ngoài các yêu cầu chung do Trường quy định, Khoa
có thể đề xuất bổ sung các tiêu chuẩn xét chọn làm KLTN của riêng Khoa. Các quy định bổ
sung này phải được gửi cho P. ĐTĐH khi lên kế hoạch đào tạo và công bố rộng rãi cho SV
vào trước đầu mỗi học kỳ có xét duyệt KLTN.
P.ĐTĐH/VPCCTĐB căn cứ vào các tiêu chuẩn và danh sách SV đăng ký thực hiện KLTN
để xét duyệt danh sách SV thực hiện đề tài. P.ĐTĐH/VPCCTĐB cung cấp danh sách SV đủ
điều kiện thực hiện KLTN sau khi kết thúc đợt đăng ký học phần về Khoa để Khoa giao đề
tài.
Khoa gửi danh sách SV và đề tài KLTN  được giao cho P.ĐTĐH/VPCCTĐB. Căn cứ đề
nghị của Trưởng P.ĐTĐH và Trưởng Khoa, Hiệu trưởng sẽ ra quyết định giao đề tài KLTN
cho SV.
SV không đủ điều kiện làm KLTN có thể đăng ký học các môn chuyên đề tốt nghiệp."
159/QD/DHCNTT,khoan,Khoản 1,,2/4/1,4001.0,"SV phải đăng ký thực hiện KLTN theo thông báo đăng ký học phần vào đầu mỗi học kỳ.
SV đủ điều kiện làm KLTN là các SV đáp ứng các yêu cầu được quy định trong Quy chế
đào tạo theo học chế tín chỉ của Trường. Ngoài các yêu cầu chung do Trường quy định, Khoa
có thể đề xuất bổ sung các tiêu chuẩn xét chọn làm KLTN của riêng Khoa. Các quy định bổ
sung này phải được gửi cho P. ĐTĐH khi lên kế hoạch đào tạo và công bố rộng rãi cho SV
vào trước đầu mỗi học kỳ có xét duyệt KLTN.
P.ĐTĐH/VPCCTĐB căn cứ vào các tiêu chuẩn và danh sách SV đăng ký thực hiện KLTN
để xét duyệt danh sách SV thực hiện đề tài. P.ĐTĐH/VPCCTĐB cung cấp danh sách SV đủ
điều kiện thực hiện KLTN sau khi kết thúc đợt đăng ký học phần về Khoa để Khoa giao đề
tài.
Khoa gửi danh sách SV và đề tài KLTN  được giao cho P.ĐTĐH/VPCCTĐB. Căn cứ đề
nghị của Trưởng P.ĐTĐH và Trưởng Khoa, Hiệu trưởng sẽ ra quyết định giao đề tài KLTN
cho SV.
SV không đủ điều kiện làm KLTN có thể đăng ký học các môn chuyên đề tốt nghiệp."
159/QD/DHCNTT,dieu,Điều 5,Đăng ký và xét duyệt đề tài KLTN,2/5,2005.0,"1. Đề tài KLTN có thể do giảng viên hay các doanh nghiệp đề xuất.
2. Khoa duyệt danh sách đề tài KLTN và công bố để SV đăng ký.
3. Mỗi đề tài KLTN được giao cho từ 1 đến 2 SV thực hiện với sự phân công trách nhiệm
cụ thể cho từng SV có ghi rõ trong đề cương nghiên cứu.
4. SV đăng ký đề tài KLTN với CBHD, viết thuyết minh đề tài KLTN có sự xác nhận của
CBHD để gửi về Khoa.
5. Khoa lập hội đồng đánh giá thuyết minh đề tài KLTN, nhằm đánh giá thuyết minh đề
tài KLTN của SV có đáp ứng được các yêu cầu:
-  Tính khoa học, tính thực tiễn của đề tài;
-  Tính khả thi của đề tài (điều kiện thực hiện, thời gian, khối lượng);
-  Đề tài phù hợp với mục tiêu đào tạo và chuẩn đầu ra của ngành đào tạo tương ứng;
6. Khoa gửi công văn đề nghị giao đề tài KLTN cho P.ĐTĐH/VPCCTĐB. Căn cứ đề nghị
của Trưởng P.ĐTĐH và Trưởng Khoa, Hiệu trưởng ra quyết định giao đề tài KLTN
cho SV.
3"
159/QD/DHCNTT,khoan,Khoản 1,,2/5/1,5001.0,Đề tài KLTN có thể do giảng viên hay các doanh nghiệp đề xuất.
159/QD/DHCNTT,khoan,Khoản 2,,2/5/2,5002.0,Khoa duyệt danh sách đề tài KLTN và công bố để SV đăng ký.
159/QD/DHCNTT,khoan,Khoản 3,,2/5/3,5003.0,"Mỗi đề tài KLTN được giao cho từ 1 đến 2 SV thực hiện với sự phân công trách nhiệm
cụ thể cho từng SV có ghi rõ trong đề cương nghiên cứu."
159/QD/DHCNTT,khoan,Khoản 4,,2/5/4,5004.0,"SV đăng ký đề tài KLTN với CBHD, viết thuyết minh đề tài KLTN có sự xác nhận của
CBHD để gửi về Khoa."
159/QD/DHCNTT,khoan,Khoản 5,,2/5/5,5005.0,"Khoa lập hội đồng đánh giá thuyết minh đề tài KLTN, nhằm đánh giá thuyết minh đề
tài KLTN của SV có đáp ứng được các yêu cầu:
-  Tính khoa học, tính thực tiễn của đề tài;
-  Tính khả thi của đề tài (điều kiện thực hiện, thời gian, khối lượng);
-  Đề tài phù hợp với mục tiêu đào tạo và chuẩn đầu ra của ngành đào tạo tương ứng;"
159/QD/DHCNTT,khoan,Khoản 6,,2/5/6,5006.0,"Khoa gửi công văn đề nghị giao đề tài KLTN cho P.ĐTĐH/VPCCTĐB. Căn cứ đề nghị
của Trưởng P.ĐTĐH và Trưởng Khoa, Hiệu trưởng ra quyết định giao đề tài KLTN
cho SV.
3"
159/QD/DHCNTT,dieu,Điều 6,Quy định về CBHD,2/6,2006.0,"1. Mỗi đề tài KLTN do tối thiểu 1 CBHD có học vị từ thạc sĩ trở lên hướng dẫn. Nếu KLTN
gồm 2 CBHD thì phải phân rõ trách nhiệm hướng dẫn chính và hướng dẫn phụ. Trường
hợp mời CBHD bên ngoài hướng dẫn thì phải có một CBHD là cán bộ của Trường.
2. CBHD đề tài không được là người có quan hệ ruột thịt (cha, mẹ, vợ, chồng, anh, chị, em
ruột) với SV thực hiện đề tài KLTN.
3. CBHD hướng dẫn tối đa 10 đề tài trong mỗi học kỳ.
4. Đối với các đề tài KLTN có sử dụng dữ liệu hoặc tư liệu của doanh nghiệp, CBHD có
trách nhiệm kiểm tra việc thực hiện các quy định về tác quyền của đơn vị cung cấp dữ
liệu hoặc tư liệu liên quan."
159/QD/DHCNTT,khoan,Khoản 1,,2/6/1,6001.0,"Mỗi đề tài KLTN do tối thiểu 1 CBHD có học vị từ thạc sĩ trở lên hướng dẫn. Nếu KLTN
gồm 2 CBHD thì phải phân rõ trách nhiệm hướng dẫn chính và hướng dẫn phụ. Trường
hợp mời CBHD bên ngoài hướng dẫn thì phải có một CBHD là cán bộ của Trường."
159/QD/DHCNTT,khoan,Khoản 2,,2/6/2,6002.0,"CBHD đề tài không được là người có quan hệ ruột thịt (cha, mẹ, vợ, chồng, anh, chị, em
ruột) với SV thực hiện đề tài KLTN."
159/QD/DHCNTT,khoan,Khoản 3,,2/6/3,6003.0,CBHD hướng dẫn tối đa 10 đề tài trong mỗi học kỳ.
159/QD/DHCNTT,khoan,Khoản 4,,2/6/4,6004.0,"Đối với các đề tài KLTN có sử dụng dữ liệu hoặc tư liệu của doanh nghiệp, CBHD có
trách nhiệm kiểm tra việc thực hiện các quy định về tác quyền của đơn vị cung cấp dữ
liệu hoặc tư liệu liên quan."
